name,email,date_of_birth,mobile_no,first_name,last_name,date_of_birth_YYYYMMDD,above_18
Amber Gonzalez,Amber_Gonzalez@vargas.com,1988-05-28,94911,Amber,Gonzalez,19880528,True
Kathleen Flynn,Kathleen_Flynn@boyd-king.biz,13-09-1987,93605471,Kathleen,Flynn,19870913,True
Brian Contreras,Brian_Contreras@hill.net,07/08/1965,8979 4399,Brian,Contreras,19650807,True
Brittney Cannon,Brittney_Cannon@henderson.info,27-02-1989,57321,Brittney,Cannon,19890227,True
Penny Smith,Penny_Smith@clark-frank.com,30-01-2015,30415199,Penny,Smith,20150130,False
Valerie Thompson,Valerie_Thompson@kim.com,26-09-1970,41681,Valerie,Thompson,19700926,True
Ashley Frost,Ashley_Frost@brown-hill.com,10/20/1952,1647 3423,Ashley,Frost,19521020,True
Sean Deleon,Sean_Deleon@young.biz,28-03-1998,47966,Sean,Deleon,19980328,True
Gary Hicks,Gary_Hicks@hopkins-salazar.biz,27-02-2018,68934063,Gary,Hicks,20180227,False
Mr. David Walker,David_Walker@gibbs-wright.org,03/29/1965,3886345,David,Walker,19650329,True
Mary Preston,Mary_Preston@roman-schwartz.com,2015-05-31,87766727,Mary,Preston,20150531,False
Kelly Key,Kelly_Key@stephens.com,06-12-2011,90001,Kelly,Key,20111206,False
Tracy Preston,Tracy_Preston@reynolds-baxter.com,08-04-2012,9005424,Tracy,Preston,20120408,False
Erica Weber,Erica_Weber@harris-fox.com,08/09/1993,2007 4939,Erica,Weber,19930908,True
Amanda Campbell,Amanda_Campbell@parker.com,03/24/1981,2195 4431,Amanda,Campbell,19810324,True
Tiffany Keller,Tiffany_Keller@perry-mitchell.com,1966/10/14,64916,Tiffany,Keller,19661014,True
Pamela Marshall,Pamela_Marshall@grimes.com,11/28/1997,14001,Pamela,Marshall,19971128,True
Dawn Miranda,Dawn_Miranda@werner.info,09/22/1955,5927 4615,Dawn,Miranda,19550922,True
Anna Butler,Anna_Butler@hanna.biz,1975/03/25,683055,Anna,Butler,19750325,True
Christopher Martin,Christopher_Martin@fitzgerald-delgado.info,1991-08-06,470241,Christopher,Martin,19910806,True
Mason George,Mason_George@graham-gutierrez.info,2008/08/17,6506767,Mason,George,20080817,False
Marissa Avery,Marissa_Avery@lewis-warren.com,09/25/2014,418911,Marissa,Avery,20140925,False
Maurice Morgan,Maurice_Morgan@adkins.biz,14-06-1971,202497,Maurice,Morgan,19710614,True
Sonia Lopez,Sonia_Lopez@young.com,2006/04/21,7153672,Sonia,Lopez,20060421,False
Mark Richards,Mark_Richards@clark.com,28-11-1967,150279,Mark,Richards,19671128,True
Norma Smith,Norma_Smith@herrera.org,03/27/2016,66411,Norma,Smith,20160327,False
Brandy Villanueva,Brandy_Villanueva@williams.net,1978/01/07,471753,Brandy,Villanueva,19780107,True
David Stevens,David_Stevens@reynolds-jones.org,1983/04/01,637989,David,Stevens,19830401,True
Alexis Kim,Alexis_Kim@hanson.com,2009/01/20,671745,Alexis,Kim,20090120,False
Roy Russo,Roy_Russo@chan-strong.info,1954/04/06,39936,Roy,Russo,19540406,True
Carolyn Richardson,Carolyn_Richardson@bean.com,1950/04/19,204051,Carolyn,Richardson,19500419,True
Alan Reyes,Alan_Reyes@benson.info,09/23/2016,9591 2183,Alan,Reyes,20160923,False
Courtney Jensen,Courtney_Jensen@wells-hill.com,2018-06-04,64326,Courtney,Jensen,20180604,False
Ryan Love,Ryan_Love@patterson-stokes.com,04-03-2000,4287242,Ryan,Love,20000304,True
Kathy Valenzuela,Kathy_Valenzuela@lang-gonzales.com,1959-02-06,75316,Kathy,Valenzuela,19590206,True
Erica Pruitt,Erica_Pruitt@ross-lamb.biz,1980-09-23,31838831,Erica,Pruitt,19800923,True
Natalie Flores,Natalie_Flores@stone.net,12/01/1983,618717,Natalie,Flores,19830112,True
Eileen Thomas,Eileen_Thomas@campbell-lyons.com,08-03-2006,25206031,Eileen,Thomas,20060308,False
Suzanne Hernandez,Suzanne_Hernandez@harris.com,17-09-1970,480423,Suzanne,Hernandez,19700917,True
William Hopkins,William_Hopkins@snyder.com,01/04/2001,1227 7875,William,Hopkins,20010401,True
Eric Hicks,Eric_Hicks@harris-marshall.com,2009-11-12,44671,Eric,Hicks,20091112,False
Madeline Preston,Madeline_Preston@moore.com,2011/08/27,2838508,Madeline,Preston,20110827,False
Mary Carroll,Mary_Carroll@friedman.com,27-11-1995,89526,Mary,Carroll,19951127,True
Holly Skinner,Holly_Skinner@mays.com,2006-10-26,74301,Holly,Skinner,20061026,False
Lawrence Jones,Lawrence_Jones@williams.com,1976/08/05,853941,Lawrence,Jones,19760805,True
Tina Norton,Tina_Norton@davis.org,1976-11-14,8765807,Tina,Norton,19761114,True
April Jones,April_Jones@haynes.com,1964-01-13,25496,April,Jones,19640113,True
Jessica Gutierrez,Jessica_Gutierrez@moore-davidson.info,1994/02/15,173325,Jessica,Gutierrez,19940215,True
Hayley Gibson,Hayley_Gibson@calderon.info,1999-08-12,50365367,Hayley,Gibson,19990812,True
Jessica Riggs,Jessica_Riggs@hunter-maldonado.com,05/24/1960,984117,Jessica,Riggs,19600524,True
Denise Peterson,Denise_Peterson@cook.info,10/20/1983,45291,Denise,Peterson,19831020,True
Jerry Brown,Jerry_Brown@patel.biz,06-10-2012,6606755,Jerry,Brown,20121006,False
Margaret Frazier,Margaret_Frazier@cook.com,07-07-2009,11301,Margaret,Frazier,20090707,False
Ricky Johnson,Ricky_Johnson@brown.biz,1982-01-26,641835,Ricky,Johnson,19820126,True
Mrs. Sara Romero,Sara_Romero@downs.biz,2004/05/14,7661032,Sara,Romero,20040514,False
Samuel Reynolds,Samuel_Reynolds@castro-flores.net,12/26/1969,199599,Samuel,Reynolds,19691226,True
Andrew Foley,Andrew_Foley@reyes.org,2006-05-08,6758816,Andrew,Foley,20060508,False
Anthony Gross,Anthony_Gross@pratt.com,04/23/1966,9219 3723,Anthony,Gross,19660423,True
Lee Barker,Lee_Barker@tyler-silva.info,02/19/1980,297543,Lee,Barker,19800219,True
Amanda Li,Amanda_Li@riddle.com,27-04-1992,819327,Amanda,Li,19920427,True
Stephanie Davis,Stephanie_Davis@marshall-hernandez.com,1959-06-03,5585931,Stephanie,Davis,19590603,True
Don Rose MD,Don_Rose@morales-green.org,11/02/1978,2465380,Don,MD,19780211,True
Bradley Gibson,Bradley_Gibson@maddox-jordan.net,09-07-1999,75496,Bradley,Gibson,19990709,True
Heidi Ortiz,Heidi_Ortiz@carr.org,13-09-1981,199965,Heidi,Ortiz,19810913,True
Malik Clark,Malik_Clark@stein-dickerson.com,19-02-1964,8448084,Malik,Clark,19640219,True
Nicole Henderson DVM,Nicole_Henderson@johnson-ramos.com,18-12-1954,599097,Nicole,DVM,19541218,True
Katie Merritt,Katie_Merritt@bell.com,10/20/2005,477885,Katie,Merritt,20051020,False
Michelle Hall,Michelle_Hall@fleming.com,11-06-1957,94591,Michelle,Hall,19570611,True
Amanda Martinez,Amanda_Martinez@avila.com,06/16/1981,663387,Amanda,Martinez,19810616,True
Kenneth Cortez,Kenneth_Cortez@lewis.biz,2000/05/18,39338615,Kenneth,Cortez,20000518,True
Cindy Lin,Cindy_Lin@ferguson.org,1983/12/19,47676,Cindy,Lin,19831219,True
Christopher Lucas,Christopher_Lucas@cisneros.com,12-12-1966,59241,Christopher,Lucas,19661212,True
Veronica Sloan,Veronica_Sloan@lang.com,07/02/2008,6247 4843,Veronica,Sloan,20080207,False
Duane Alvarez,Duane_Alvarez@haynes.biz,1972-11-02,27726,Duane,Alvarez,19721102,True
James Lee,James_Lee@merritt.com,1957-12-31,641895,James,Lee,19571231,True
Christopher Meza,Christopher_Meza@ray.com,28-11-1990,969195,Christopher,Meza,19901128,True
Nathaniel Miller,Nathaniel_Miller@harvey-price.com,2005/06/28,25496,Nathaniel,Miller,20050628,False
Mariah Cervantes,Mariah_Cervantes@fernandez-kelly.biz,1972-09-07,79716,Mariah,Cervantes,19720907,True
Joshua Jones,Joshua_Jones@hanson.biz,09/20/1981,3031 7003,Joshua,Jones,19810920,True
Brenda Jones,Brenda_Jones@casey.info,10/25/1990,1568113,Brenda,Jones,19901025,True
Jennifer Booker,Jennifer_Booker@byrd.info,30-10-1975,6465586,Jennifer,Booker,19751030,True
Seth Castaneda,Seth_Castaneda@hunter.net,1994/09/09,6688305,Seth,Castaneda,19940909,True
Rachel Kennedy,Rachel_Kennedy@arnold-silva.net,1988-12-29,2272495,Rachel,Kennedy,19881229,True
Susan Smith,Susan_Smith@salazar.com,2005/06/20,425601,Susan,Smith,20050620,False
Jordan Barnes,Jordan_Barnes@fitzpatrick.com,1956/05/03,521001,Jordan,Barnes,19560503,True
Brenda Turner,Brenda_Turner@hampton.org,26-07-1955,94128415,Brenda,Turner,19550726,True
James Stanley,James_Stanley@beltran.com,10/08/2001,5135 1887,James,Stanley,20010810,True
Matthew Brown,Matthew_Brown@owens.org,06-06-1972,21970879,Matthew,Brown,19720606,True
Christian Little,Christian_Little@chandler.net,1961-02-06,58461,Christian,Little,19610206,True
Thomas Valenzuela,Thomas_Valenzuela@stevens-munoz.net,05/16/1988,7504960,Thomas,Valenzuela,19880516,True
Philip Hughes,Philip_Hughes@griffin.com,11-12-2010,46877215,Philip,Hughes,20101211,False
Gary Curry,Gary_Curry@porter-santiago.com,2013-07-19,929673,Gary,Curry,20130719,False
Andrea Morrison,Andrea_Morrison@schroeder-rodriguez.net,17-10-2014,90017719,Andrea,Morrison,20141017,False
Norma Jenkins,Norma_Jenkins@larson.com,03/23/1957,7807 1863,Norma,Jenkins,19570323,True
Jill Ortiz,Jill_Ortiz@adams.com,2016-08-24,62271,Jill,Ortiz,20160824,False
Jessica Howell,Jessica_Howell@davis-reed.com,03/27/1999,8110502,Jessica,Howell,19990327,True
James Henderson,James_Henderson@hill.com,2012-02-02,9360261,James,Henderson,20120202,False
Nicholas Thomas,Nicholas_Thomas@scott.com,06/03/2018,8975 8311,Nicholas,Thomas,20180306,False
Stephanie White,Stephanie_White@blackwell.org,02-01-1957,95481,Stephanie,White,19570102,True
Christopher Greene,Christopher_Greene@berry.org,01-01-1988,82039695,Christopher,Greene,19880101,True
James Palmer,James_Palmer@george.net,02-02-1983,470487,James,Palmer,19830202,True
Christine Cantrell,Christine_Cantrell@larson-rodriguez.com,1956-12-02,830313,Christine,Cantrell,19561202,True
Christopher Lopez,Christopher_Lopez@rodriguez.org,1959-12-30,18666,Christopher,Lopez,19591230,True
Sandra Cook,Sandra_Cook@walker.com,05-05-2002,7435737,Sandra,Cook,20020505,True
Pedro Dunn,Pedro_Dunn@jackson.com,1985/05/24,77296,Pedro,Dunn,19850524,True
Cassandra Gallagher,Cassandra_Gallagher@sanchez-perkins.com,1973/03/27,70786,Cassandra,Gallagher,19730327,True
Daniel Guzman,Daniel_Guzman@maddox-williams.org,1966-11-22,625959,Daniel,Guzman,19661122,True
Michael Hunt,Michael_Hunt@zuniga-suarez.info,1960-08-10,4215779,Michael,Hunt,19600810,True
Crystal Valdez,Crystal_Valdez@stewart-randolph.com,08/02/2003,6559 8575,Crystal,Valdez,20030208,True
Luis Saunders,Luis_Saunders@herrera-love.com,2017/12/21,4119046,Luis,Saunders,20171221,False
Samantha Golden,Samantha_Golden@shields.com,02/23/2001,6378478,Samantha,Golden,20010223,True
Brian Woods,Brian_Woods@thomas.biz,08/15/1968,151497,Brian,Woods,19680815,True
Janet Fleming,Janet_Fleming@miller-potts.info,02-04-1973,3612946,Janet,Fleming,19730402,True
Rebecca Brooks,Rebecca_Brooks@martin.com,27-03-1964,9141882,Rebecca,Brooks,19640327,True
Sara Oliver,Sara_Oliver@young-dixon.com,02-11-1954,91656,Sara,Oliver,19541102,True
Megan Hickman,Megan_Hickman@brown-martin.biz,1977-09-09,99921,Megan,Hickman,19770909,True
Raymond Davis,Raymond_Davis@gross-wilson.org,16-01-1995,36686,Raymond,Davis,19950116,True
Krystal Miller,Krystal_Miller@cochran-smith.com,01-08-1977,2180872,Krystal,Miller,19770801,True
Brian Christian,Brian_Christian@perez.com,11/01/1951,8741895,Brian,Christian,19510111,True
Stephen Doyle,Stephen_Doyle@gallegos.com,02/27/1985,20141,Stephen,Doyle,19850227,True
Carl Taylor,Carl_Taylor@melendez.com,01/12/1975,2707 5015,Carl,Taylor,19751201,True
Kathleen Peterson,Kathleen_Peterson@garcia.com,1982/02/10,462369,Kathleen,Peterson,19820210,True
Teresa Mcintosh,Teresa_Mcintosh@kirk-kidd.com,27-07-2006,19116,Teresa,Mcintosh,20060727,False
Ashley Hill,Ashley_Hill@cantu.net,06/29/1966,396237,Ashley,Hill,19660629,True
Andrew Jacobs,Andrew_Jacobs@miller.biz,02-02-1975,710727,Andrew,Jacobs,19750202,True
Jeffery Turner,Jeffery_Turner@thomas.org,1993-04-01,86116,Jeffery,Turner,19930401,True
Christian Peterson,Christian_Peterson@arnold.biz,1976/02/22,41536527,Christian,Peterson,19760222,True
Jason Burgess,Jason_Burgess@gonzales-burgess.net,12/29/1972,3485700,Jason,Burgess,19721229,True
Crystal Herrera,Crystal_Herrera@heath.biz,03/28/1979,98076,Crystal,Herrera,19790328,True
Brenda Dean,Brenda_Dean@allison-hill.com,02/15/1969,5503 7019,Brenda,Dean,19690215,True
Julie Suarez,Julie_Suarez@jones.info,1968/12/21,381189,Julie,Suarez,19681221,True
William Lee,William_Lee@jones.com,02-07-1987,319953,William,Lee,19870702,True
Paige Sanders,Paige_Sanders@montgomery-acevedo.com,2001/11/20,83401,Paige,Sanders,20011120,True
Devin Bates,Devin_Bates@boyd.com,2008-02-22,801057,Devin,Bates,20080222,False
Patricia Olsen,Patricia_Olsen@haynes-blankenship.com,11/24/1998,7067 3187,Patricia,Olsen,19981124,True
Becky Hernandez,Becky_Hernandez@wolfe-estes.com,09/02/1952,636777,Becky,Hernandez,19520209,True
Brandon Gonzalez,Brandon_Gonzalez@moore.info,1962-01-31,80247655,Brandon,Gonzalez,19620131,True
John Henderson,John_Henderson@wilson.biz,1968/04/29,825657,John,Henderson,19680429,True
Samuel Bell,Samuel_Bell@davis-combs.net,2003-05-13,3783291,Samuel,Bell,20030513,True
Chase Reed,Chase_Reed@robbins.info,21-08-1958,58795239,Chase,Reed,19580821,True
Timothy Nichols,Timothy_Nichols@smith.biz,06-01-1968,76207631,Timothy,Nichols,19680106,True
Mitchell Owen,Mitchell_Owen@finley.info,19-09-2010,540609,Mitchell,Owen,20100919,False
Amy Baker,Amy_Baker@phelps-cole.com,05-07-2000,9951397,Amy,Baker,20000705,True
Duane Gomez,Duane_Gomez@williamson.biz,1991/06/12,884811,Duane,Gomez,19910612,True
Maria Hampton,Maria_Hampton@turner-white.biz,2013/11/15,89841,Maria,Hampton,20131115,False
Kathy Schneider,Kathy_Schneider@randolph.com,1971/01/30,243465,Kathy,Schneider,19710130,True
Christopher Johnson,Christopher_Johnson@odom.com,10-02-1976,543123,Christopher,Johnson,19760210,True
Alison Rojas,Alison_Rojas@marshall.com,21-07-2018,71311,Alison,Rojas,20180721,False
Susan Valdez,Susan_Valdez@ritter-rich.com,2016-07-13,684699,Susan,Valdez,20160713,False
David Frank,David_Frank@reyes-thomas.com,09/28/1968,3119 2639,David,Frank,19680928,True
Jason Conway,Jason_Conway@salinas.com,25-08-2009,26369799,Jason,Conway,20090825,False
Nathan Reid,Nathan_Reid@warner.com,09-05-2014,6270027,Nathan,Reid,20140509,False
Amy Klein,Amy_Klein@williamson.net,1987/07/17,7759424,Amy,Klein,19870717,True
Victoria Johnson,Victoria_Johnson@conley.com,1965/03/07,99921,Victoria,Johnson,19650307,True
Sara Adams,Sara_Adams@gutierrez-wilson.info,20-11-1992,141423,Sara,Adams,19921120,True
Charles Reid,Charles_Reid@willis.info,2003-07-07,61296,Charles,Reid,20030707,True
Angela Davis,Angela_Davis@jones-morgan.com,1961/04/18,6580001,Angela,Davis,19610418,True
Brittany Nicholson,Brittany_Nicholson@carlson-wade.com,04/15/1992,4524605,Brittany,Nicholson,19920415,True
William Dunn,William_Dunn@wilkins.info,01-01-1957,57063847,William,Dunn,19570101,True
Jon James,Jon_James@owens.biz,20-01-1975,53852103,Jon,James,19750120,True
Heather Boyle,Heather_Boyle@lopez.com,03/01/2003,9167 9575,Heather,Boyle,20030103,True
Martin Robinson,Martin_Robinson@gray.info,1992-02-17,74866,Martin,Robinson,19920217,True
Lindsay Brewer,Lindsay_Brewer@brown-stewart.info,18-08-1953,38137071,Lindsay,Brewer,19530818,True
Christopher Mitchell,Christopher_Mitchell@blair.net,2008/04/06,70452735,Christopher,Mitchell,20080406,False
Nathaniel Kelly,Nathaniel_Kelly@barron.info,1990/10/31,575673,Nathaniel,Kelly,19901031,True
Jesus Martinez,Jesus_Martinez@hunt-nichols.com,24-04-2006,98146,Jesus,Martinez,20060424,False
Mark Kim,Mark_Kim@martinez.biz,11-01-2008,3036839,Mark,Kim,20080111,False
Kimberly Mccullough,Kimberly_Mccullough@cantu.com,1989/09/01,209511,Kimberly,Mccullough,19890901,True
Kevin Richardson,Kevin_Richardson@wheeler.com,1989/07/18,27436,Kevin,Richardson,19890718,True
Kim Kramer,Kim_Kramer@dominguez.com,05/07/1986,965793,Kim,Kramer,19860705,True
Shelly Warren,Shelly_Warren@patterson-knight.info,08-12-1956,11973823,Shelly,Warren,19561208,True
Rebecca Pearson,Rebecca_Pearson@davis.org,2000/11/13,68566,Rebecca,Pearson,20001113,True
Thomas Turner,Thomas_Turner@boyer-santos.info,1973/05/28,12514951,Thomas,Turner,19730528,True
Ernest Blake,Ernest_Blake@long.com,06/21/1999,2715 5511,Ernest,Blake,19990621,True
Kimberly Aguilar,Kimberly_Aguilar@gilmore.info,06/07/1963,61041,Kimberly,Aguilar,19630706,True
Mr. Parker Chandler DDS,Parker_Chandler@barnes.com,1985-04-09,365589,Parker,DDS,19850409,True
Patricia Jordan,Patricia_Jordan@robbins.net,2014-10-05,49578007,Patricia,Jordan,20141005,False
Edward Pearson,Edward_Pearson@hester-richardson.info,1988-02-27,49439343,Edward,Pearson,19880227,True
Thomas Guzman,Thomas_Guzman@taylor.net,1950/03/31,30646,Thomas,Guzman,19500331,True
Christina Lewis,Christina_Lewis@dougherty.com,1991-11-10,425109,Christina,Lewis,19911110,True
Nicole Green,Nicole_Green@green.info,1975-11-14,624039,Nicole,Green,19751114,True
Sandra Ayers,Sandra_Ayers@flowers.com,07/13/1963,260007,Sandra,Ayers,19630713,True
Kimberly Gould,Kimberly_Gould@smith.com,2010/09/25,51456,Kimberly,Gould,20100925,False
Cory Johnson,Cory_Johnson@bishop.info,12/29/1984,16831,Cory,Johnson,19841229,True
Lisa Butler,Lisa_Butler@caldwell.net,1981/08/20,39281,Lisa,Butler,19810820,True
Stephanie Gomez,Stephanie_Gomez@marks.com,1992/02/14,778365,Stephanie,Gomez,19920214,True
Dennis Figueroa,Dennis_Figueroa@kidd-hernandez.com,1950-05-13,74466,Dennis,Figueroa,19500513,True
Michelle Spencer,Michelle_Spencer@norman.biz,1962/09/24,2241310,Michelle,Spencer,19620924,True
Austin Zuniga,Austin_Zuniga@cline-tucker.com,08-04-1957,7639906,Austin,Zuniga,19570408,True
Sarah Mora,Sarah_Mora@neal.com,1955-09-10,72556,Sarah,Mora,19550910,True
Mr. David Brown,David_Brown@harding.org,1997/11/26,2764749,David,Brown,19971126,True
Regina Smith,Regina_Smith@norris-brown.org,1954-07-01,69281,Regina,Smith,19540701,True
John Gardner,John_Gardner@heath.com,19-02-1980,3945712,John,Gardner,19800219,True
Vanessa Alvarez,Vanessa_Alvarez@allen.org,2000/09/24,42263183,Vanessa,Alvarez,20000924,True
Michael Wu,Michael_Wu@gutierrez.com,30-11-2004,29225607,Michael,Wu,20041130,False
Jenny Fox,Jenny_Fox@ross.com,1978/10/18,8239141,Jenny,Fox,19781018,True
Elizabeth Cole,Elizabeth_Cole@kaufman-zavala.com,2003-02-17,702021,Elizabeth,Cole,20030217,True
Justin Holmes,Justin_Holmes@davis.biz,12/15/1993,6934432,Justin,Holmes,19931215,True
Steve Carey,Steve_Carey@smith.biz,2014-09-15,754287,Steve,Carey,20140915,False
Ryan Miller,Ryan_Miller@williams.net,1974/07/17,159111,Ryan,Miller,19740717,True
Alvin Blair,Alvin_Blair@walton.biz,1952/11/22,657699,Alvin,Blair,19521122,True
John Pearson,John_Pearson@golden.com,1957/01/30,52606,John,Pearson,19570130,True
Marcus Mejia,Marcus_Mejia@brooks.net,07-07-1975,9450169,Marcus,Mejia,19750707,True
Antonio Simon,Antonio_Simon@wang-larsen.net,08-07-2009,62936,Antonio,Simon,20090708,False
Maria Mccall,Maria_Mccall@watts.com,2017/12/05,3879842,Maria,Mccall,20171205,False
Linda Robinson,Linda_Robinson@farmer.com,07/24/2001,917355,Linda,Robinson,20010724,True
Emily Rodriguez,Emily_Rodriguez@gardner.biz,16-07-1991,177843,Emily,Rodriguez,19910716,True
Dr. Samantha Morrison,Samantha_Morrison@hamilton-wilson.net,11/20/1961,8583856,Samantha,Morrison,19611120,True
Johnny Clark,Johnny_Clark@phillips-phillips.com,1987/01/02,81701,Johnny,Clark,19870102,True
Brandon Hanson,Brandon_Hanson@walker.com,1967-05-09,67926,Brandon,Hanson,19670509,True
Dana Mcclain,Dana_Mcclain@jackson.org,28-04-2009,14366295,Dana,Mcclain,20090428,False
Christine Ramos,Christine_Ramos@hanson.biz,11/28/1992,661173,Christine,Ramos,19921128,True
Lisa Holloway MD,Lisa_Holloway@brown.com,01/02/1972,7375 1431,Lisa,MD,19720201,True
Melissa Gibson,Melissa_Gibson@wheeler-cunningham.com,02/20/2013,8002891,Melissa,Gibson,20130220,False
Michael Fernandez,Michael_Fernandez@hill-burgess.com,04/28/1986,3201052,Michael,Fernandez,19860428,True
Karen Woods,Karen_Woods@nelson.info,21-02-2008,25321,Karen,Woods,20080221,False
Alexander Cook,Alexander_Cook@williams.org,16-11-1972,421131,Alexander,Cook,19721116,True
Michelle Hale,Michelle_Hale@evans.biz,1978-10-21,4280893,Michelle,Hale,19781021,True
Dawn Perez,Dawn_Perez@carroll.info,11-11-1955,557427,Dawn,Perez,19551111,True
Michael Smith,Michael_Smith@mccarthy-hayes.info,04/24/1968,1363 8487,Michael,Smith,19680424,True
Pamela Willis,Pamela_Willis@fitzgerald.com,1969-03-16,614373,Pamela,Willis,19690316,True
Tracy Coleman,Tracy_Coleman@thomas.com,1997-04-07,61371,Tracy,Coleman,19970407,True
Amanda Jones,Amanda_Jones@klein.com,06/02/2010,17256,Amanda,Jones,20100206,False
Alexis Bradford,Alexis_Bradford@steele.com,2001-09-29,6019490,Alexis,Bradford,20010929,True
Eric Elliott,Eric_Elliott@anderson-ellison.com,1986-03-30,63151,Eric,Elliott,19860330,True
Richard Tucker,Richard_Tucker@murphy.com,06/25/1971,5383 8335,Richard,Tucker,19710625,True
Rhonda White,Rhonda_White@arellano.com,1990/10/12,724107,Rhonda,White,19901012,True
Annette Kaufman,Annette_Kaufman@schultz-williams.org,1997-06-29,67241,Annette,Kaufman,19970629,True
Kenneth Brown,Kenneth_Brown@olson-lee.org,01/25/2006,385581,Kenneth,Brown,20060125,False
Joshua Brown,Joshua_Brown@zhang.com,02/20/1992,167415,Joshua,Brown,19920220,True
